molecule_chembl_id,canonical_smiles,standard_value,bio_class
CHEMBL4126853,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN([C@H]1CCOC1)S(C)(=O)=O)S(=O)(=O)c1ccc(CO)cc1,22.7,active
CHEMBL4128226,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN([C@H]1CCOC1)S(C)(=O)=O)S(=O)(=O)c1ccc(N)cc1,59.8,active
CHEMBL4130267,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN([C@H]1CCOC1)S(C)(=O)=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,291.0,active
CHEMBL4128874,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN([C@H]2CCOC2)S(C)(=O)=O)cc1,12.6,active
CHEMBL4129048,COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc2c(c1)OCO2)[C@H]1CCOC1,0.77,active
CHEMBL4126128,COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)c(OC)c1)[C@H]1CCOC1,190.0,active
CHEMBL4127371,COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC(F)(F)F)cc1)[C@H]1CCOC1,68.0,active
CHEMBL4125989,COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)[C@H]1CCOC1,4.26,active
CHEMBL4126405,COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)[C@H]1CCOC1,0.88,active
CHEMBL4129695,COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)[C@H]1CCOC1,17.7,active
CHEMBL4129828,COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1)[C@H]1CCOC1,0.35,active
CHEMBL4128467,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N1CCOCC1)[C@H]1CCOC1)S(=O)(=O)c1ccc2c(c1)OCO2,27.2,active
CHEMBL4127489,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N1CCOCC1)[C@H]1CCOC1)S(=O)(=O)c1ccc(OC(F)(F)F)cc1,910.0,active
CHEMBL4127630,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N1CCOCC1)[C@H]1CCOC1)S(=O)(=O)c1ccc(CO)cc1,110.0,active
CHEMBL4126255,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N1CCOCC1)[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,160.0,active
CHEMBL4126657,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N1CCOCC1)[C@H]1CCOC1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,98.1,active
CHEMBL4128036,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N2CCOCC2)[C@H]2CCOC2)cc1,44.0,active
CHEMBL4129533,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)[C@H]1CCOC1)S(=O)(=O)c1ccc(CO)cc1,65.0,active
CHEMBL4129389,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,38.0,active
CHEMBL4126081,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)[C@H]1CCOC1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,270.0,active
CHEMBL4125689,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N(C)C)[C@H]2CCOC2)cc1,28.6,active
CHEMBL4127065,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(N)=O)[C@H]2CCOC2)cc1OC,9.9,active
CHEMBL4128302,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(N)=O)[C@H]1CCOC1)S(=O)(=O)c1ccc(OC(F)(F)F)cc1,530.0,active
CHEMBL4129908,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(N)=O)[C@H]1CCOC1)S(=O)(=O)c1ccc(CO)cc1,19.3,active
CHEMBL4128538,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(N)=O)[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,57.0,active
CHEMBL4125944,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(N)=O)[C@H]1CCOC1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,33.6,active
CHEMBL4129256,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(N)=O)[C@H]2CCOC2)cc1,20.4,active
CHEMBL4127184,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@H]1CCOC1)S(=O)(=O)c1ccc2c(c1)OCO2,1.65,active
CHEMBL4125805,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN[C@H]2CCOC2)cc1OC,310.0,active
CHEMBL4128421,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@H]1CCOC1)S(=O)(=O)c1ccc(OC(F)(F)F)cc1,290.0,active
CHEMBL4127040,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@H]1CCOC1)S(=O)(=O)c1ccc(CO)cc1,10.2,active
CHEMBL4129649,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,4.11,active
CHEMBL4128277,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@H]1CCOC1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,46.3,active
CHEMBL4129203,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN[C@H]2CCOC2)cc1,2.23,active
CHEMBL4177355,N[C@H](C(=O)Nc1cncc(F)c1CC[C@H]1CN[C@@H]2CCCS(=O)(=O)N1C2)[C@@H](c1ccc(Cl)cc1)c1cc(F)cc(F)c1,0.012,active
CHEMBL4589247,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2ccc(N)nc2=O)cc1,9.04,active
CHEMBL4594190,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1ccc(N)nc1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,411.3,active
CHEMBL4454281,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1ccc(N)nc1=O)S(=O)(=O)c1ccc(N)cc1,153.2,active
CHEMBL4447647,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cc(C)c(N)nc2=O)cc1,147.0,active
CHEMBL4458174,Cc1cn(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)c(=O)nc1N,1191.0,intermediate
CHEMBL4553997,Cc1cn(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)c(=O)nc1N,375.4,active
CHEMBL4547464,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cc(F)c(N)nc2=O)cc1,36.03,active
CHEMBL4475878,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cc(F)c(N)nc1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,482.1,active
CHEMBL4438699,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cc(F)c(N)nc1=O)S(=O)(=O)c1ccc(N)cc1,104.8,active
CHEMBL4444467,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cccnc2=O)cc1,10.35,active
CHEMBL4568736,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cccnc1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,245.0,active
CHEMBL4461829,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cccnc1=O)S(=O)(=O)c1ccc(N)cc1,126.1,active
CHEMBL4452255,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2ccc(=O)[nH]c2=O)cc1,2.53,active
CHEMBL4561882,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1ccc(=O)[nH]c1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,20.06,active
CHEMBL4574190,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1ccc(=O)[nH]c1=O)S(=O)(=O)c1ccc(N)cc1,20.07,active
CHEMBL4533358,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cc(C)c(=O)[nH]c2=O)cc1,2.78,active
CHEMBL4555515,Cc1cn(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)c(=O)[nH]c1=O,44.31,active
CHEMBL4473514,Cc1cn(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)c(=O)[nH]c1=O,19.65,active
CHEMBL4469072,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cc(F)c(=O)[nH]c2=O)cc1,1.95,active
CHEMBL4524388,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cc(F)c(=O)[nH]c1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,27.64,active
CHEMBL4439216,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cc(F)c(=O)[nH]c1=O)S(=O)(=O)c1ccc(N)cc1,16.28,active
CHEMBL4546808,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cc(CO)c(=O)[nH]c2=O)cc1,9.07,active
CHEMBL4582801,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cc(CO)c(=O)[nH]c1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,405.3,active
CHEMBL4567131,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cc(CO)c(=O)[nH]c1=O)S(=O)(=O)c1ccc(N)cc1,240.6,active
CHEMBL4520771,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCC(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,32600.0,inactive
CHEMBL4461755,CC1(C)CC[C@]2(C(=O)NCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2200.0,intermediate
CHEMBL4452290,CC1(C)CC[C@]2(C(=O)NCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,17700.0,inactive
CHEMBL4467735,CC1(C)CC[C@]2(C(=O)NCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,20400.0,inactive
CHEMBL4516844,CC(C)(CC(=O)O)CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCC(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,33300.0,inactive
CHEMBL4554132,CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,790.0,active
CHEMBL4576277,CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3500.0,intermediate
CHEMBL4547137,CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1000.0,active
CHEMBL4521631,CC(C)(CC(=O)O)CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,12400.0,inactive
CHEMBL4437692,CC1(C)CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,880.0,active
CHEMBL4589326,CC1(C)CC[C@]2(C(=O)NCCCC(=O)NCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2200.0,intermediate
CHEMBL4530451,CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)NCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3100.0,intermediate
CHEMBL4443019,CC(C)(CC(=O)O)CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)NCC(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,38800.0,inactive
CHEMBL4542116,CC1(C)CC[C@]2(C(=O)NCCCCCCCCCCC(=O)NCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2300.0,intermediate
CHEMBL4465606,C[C@H](NC(=O)CCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)c5ccccc5)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,47100.0,inactive
CHEMBL4436109,C[C@H](NC(=O)CCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)c5ccccc5C(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,1600.0,intermediate
CHEMBL4445601,C[C@H](NC(=O)CCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,6600.0,intermediate
CHEMBL4465430,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)N[C@@H](C)C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,47100.0,inactive
CHEMBL4457594,CCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)N[C@@H](C)C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,31000.0,inactive
CHEMBL4570395,CCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)N[C@@H](C)C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,40000.0,inactive
CHEMBL4439699,C[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)c5ccccc5C(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,3200.0,intermediate
CHEMBL4468681,C[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,40200.0,inactive
CHEMBL4469936,C[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,38800.0,inactive
CHEMBL4434969,C[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CC(C)(C)CC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,24100.0,inactive
CHEMBL4442340,C[C@H](NC(=O)CCCCCCCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)c5ccccc5C(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,1000.0,active
CHEMBL4449440,CC(C)[C@H](NC(=O)CCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)c5ccccc5C(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,4600.0,intermediate
CHEMBL4445157,CC(C)[C@H](NC(=O)CCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,41500.0,inactive
CHEMBL4457431,CC(C)[C@H](NC(=O)CCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,19800.0,inactive
CHEMBL4471963,CC(C)[C@H](NC(=O)CCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CC(C)(C)CC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,46300.0,inactive
CHEMBL4539603,CC(C)[C@H](NC(=O)CCCCCCCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)c5ccccc5C(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,1200.0,intermediate
CHEMBL4446985,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)N[C@H](C(=O)O)C(C)C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,30300.0,inactive
CHEMBL4456124,CC(C)[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)c5ccccc5C(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,590.0,active
CHEMBL4544704,CC(C)[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,9600.0,intermediate
CHEMBL4455173,CC(C)[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,17900.0,inactive
CHEMBL4556934,CC(C)[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CC(C)(C)CC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,23200.0,inactive
CHEMBL301728,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,240.0,active
CHEMBL4547058,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(O)nc(N)nc21)S(=O)(=O)c1ccc(N)cc1,4730.0,intermediate
CHEMBL4514317,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(O)nc(N)nc21)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,790.0,active
CHEMBL4545918,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(O)nc(N)nc32)cc1,80.0,active
CHEMBL4462215,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(O)ncnc21)S(=O)(=O)c1ccc(N)cc1,1810.0,intermediate
CHEMBL4470935,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(O)ncnc21)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,2430.0,intermediate
CHEMBL4574760,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(O)ncnc32)cc1,68.0,active
CHEMBL4588514,COc1nc(N)nc2c1ncn2CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,190.0,active
CHEMBL4466151,COc1nc(N)nc2c1ncn2CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,1730.0,intermediate
CHEMBL4538819,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(OC)nc(N)nc32)cc1,460.0,active
CHEMBL4536902,COc1ncnc2c1ncn2CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,1510.0,intermediate
CHEMBL4452058,COc1ncnc2c1ncn2CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,2600.0,intermediate
CHEMBL4527349,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(OC)ncnc32)cc1,180.0,active
CHEMBL4449917,Cc1nc2cncnc2n1CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,640.0,active
CHEMBL4475047,Cc1nc2cncnc2n1CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,570.0,active
CHEMBL4522803,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2c(C)nc3cncnc32)cc1,150.0,active
CHEMBL4467834,Cc1ncnc2c1ncn2CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,3760.0,intermediate
CHEMBL4554549,Cc1ncnc2c1ncn2CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,2530.0,intermediate
CHEMBL4550588,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(C)ncnc32)cc1,42.0,active
CHEMBL4468480,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2cnc(N)nc21)S(=O)(=O)c1ccc(N)cc1,6790.0,intermediate
CHEMBL4444298,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2cnc(N)nc21)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,3680.0,intermediate
CHEMBL4587376,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3cnc(N)nc32)cc1,360.0,active
CHEMBL4591870,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(N)ncnc21)S(=O)(=O)c1ccc(N)cc1,1240.0,intermediate
CHEMBL4441853,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(N)ncnc21)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,3580.0,intermediate
CHEMBL4458805,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(N)ncnc32)cc1,1980.0,intermediate
CHEMBL4448205,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2cncnc21)S(=O)(=O)c1ccc(N)cc1,570.0,active
CHEMBL4587353,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2cncnc21)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,2580.0,intermediate
CHEMBL4525077,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3cncnc32)cc1,240.0,active
CHEMBL4447947,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(Cl)nc(N)nc21)S(=O)(=O)c1ccc(N)cc1,11700.0,inactive
